name,state,congress,start_date,end_date
"Hayden, Carl",AZ,SEVENTIETH Congress,1927-03-04,
"Steiwer, Frederick",OR,SEVENTIETH Congress,1927-03-04,
"Thomas, J. W. Elmer",OK,SEVENTIETH Congress,1927-03-04,
"Tydings, Millard E.",MD,SEVENTIETH Congress,1927-03-04,
"Vare, William S.",PA,SEVENTIETH Congress,1927-03-04,
Wagner Robert F.,NY,SEVENTIETH Congress,1927-03-04,
"Waterman, Charles W.",CO,SEVENTIETH Congress,1927-03-04,
"Vandenberg, Arthur H.",MI,SEVENTIETH Congress,1928-03-31,
"Locher, Cyrus",OH,SEVENTIETH Congress,1928-04-04,
"Thomas, John",ID,SEVENTIETH Congress,1928-06-30,
"Larrazolo, Octaviano A.",NM,SEVENTIETH Congress,1928-12-07,
"Connally, Tom",TX,FIRST Congress,1929-03-04,
"Cutting, Bronson",NM,FIRST Congress,1929-03-04,
"Goldsborough, Phillips Lee",MD,FIRST Congress,1929-03-04,
"Hatfield, Henry D.",WV,FIRST Congress,1929-03-04,
"Hebert, Felix",RI,FIRST Congress,1929-03-04,
"Kean, Hamilton",NJ,FIRST Congress,1929-03-04,
"Patterson, Roscoe C.",MO,FIRST Congress,1929-03-04,
"Townsend, John G., Jr.",DE,FIRST Congress,1929-03-04,
"Walcott, Frederic C.",CT,FIRST Congress,1929-03-04,
"Allen, Henry J.",KS,FIRST Congress,1929-04-01,
"Sullivan, Patrick J.",WY,FIRST Congress,1929-12-05,
"Robsion, John M.",KY,FIRST Congress,1930-01-11,
"Bulkley, Robert J.",OH,FIRST Congress,1930-12-01,
"Carey, Robert D.",WY,FIRST Congress,1930-12-01,
"McGill, George",KS,FIRST Congress,1930-12-01,
"Williamson, Ben M.",KY,FIRST Congress,1930-12-01,
"Davis, James J.",PA,FIRST Congress,1930-12-02,
"Morrow, Dwight W.",NJ,FIRST Congress,1930-12-03,
"Bailey, Josiah W.",NC,SECOND Congress,1931-03-04,
"Bankhead, John H., II",AL,SECOND Congress,1931-03-04,
"Bulow, William J.",SD,SECOND Congress,1931-03-04,
"Byrnes, James F.",SC,SECOND Congress,1931-03-04,
"Coolidge, Marcus A.",MA,SECOND Congress,1931-03-04,
"Costigan, Edward P.",CO,SECOND Congress,1931-03-04,
"Dickinson, L.J.",IA,SECOND Congress,1931-03-04,
"Gore, Thomas P.",OK,SECOND Congress,1931-03-04,
"Hull, Cordell",TN,SECOND Congress,1931-03-04,
"Logan, Marvel M.",KY,SECOND Congress,1931-03-04,
"Neely, Matthew M.",WV,SECOND Congress,1931-03-04,
"White, Wallace H., Jr.",ME,SECOND Congress,1931-03-04,
"Austin, Warren R.",VT,SECOND Congress,1931-04-01,
"Barbour, W. Warren",NJ,SECOND Congress,1931-12-01,
"Long, Huey P.",LA,SECOND Congress,1932-01-25,
"Cohen, John S.",GA,SECOND Congress,1932-04-25,
"Reynolds, Robert R.",NC,SECOND Congress,1932-12-05,
"Schuyler, Karl C.",CO,SECOND Congress,1932-12-07,
"Russell, Richard B., Jr.",GA,SECOND Congress,1933-01-12,
"Bachman, Nathan L.",TN,SECOND Congress,1933-02-28,
"Adams, Alva B.",CO,THIRD Congress,1933-03-04,
"Bone, Homer T.",WA,THIRD Congress,1933-03-04,
"Brown, Fred H.",NH,THIRD Congress,1933-03-04,
"Byrd, Harry Flood",VA,THIRD Congress,1933-03-04,
"Dieterich, William H.",IL,THIRD Congress,1933-03-04,
"Duffy, F. Ryan",WI,THIRD Congress,1933-03-04,
"Lonergan, Augustine",CT,THIRD Congress,1933-03-04,
"McAdoo, William Gibbs",CA,THIRD Congress,1933-03-04,
"Murphy, Richard Louis",IA,THIRD Congress,1933-03-04,
"Overton, John H.",LA,THIRD Congress,1933-03-04,
"Pope, James P.",ID,THIRD Congress,1933-03-04,
"Thomas, Elbert D.",UT,THIRD Congress,1933-03-04,
"Van Nuys, Frederick",IN,THIRD Congress,1933-03-04,
"Erickson, John E.",MT,THIRD Congress,1933-03-13,
"Thompson, William H.",NE,THIRD Congress,1933-05-24,
"Hatch, Carl A.",NM,THIRD Congress,1933-10-10,
"O'Mahoney, Joseph C.",WY,THIRD Congress,1934-01-01,
"Hunter, Richard C.",NE,THIRD Congress,1934-01-01,
"Bilbo, Theodore G.",MS,FOURTH Congress,1935-01-03,
"Burke, Edward R.",NE,FOURTH Congress,1935-01-03,
"Donahey, Vic",OH,FOURTH Congress,1935-01-03,
"Gerry, Peter G.",RI,FOURTH Congress,1935-01-03,
"Guffey, Joseph F.",PA,FOURTH Congress,1935-01-03,
"Maloney, Francis T.",CT,FOURTH Congress,1935-01-03,
"Minton, Sherman",IN,FOURTH Congress,1935-01-03,
"Moore, A. Harry",NJ,FOURTH Congress,1935-01-03,
"Radcliffe, George L.P.",MD,FOURTH Congress,1935-01-03,
"Schwellenbach, Lewis B.",WA,FOURTH Congress,1935-01-03,
"Truman, Harry S.",MO,FOURTH Congress,1935-01-03,
"Chavez, Dennis",NM,FOURTH Congress,1935-05-11,
"Holt, Rush D.",WV,FOURTH Congress,1935-06-21,
"Long, Rose McConnell",LA,FOURTH Congress,1936-01-31,
"Loftin, Scott M.",FL,FOURTH Congress,1936-05-26,
"Hill, William L.",FL,FOURTH Congress,1936-07-01,
"Gillette, Guy M.",IA,FOURTH Congress,1936-07-01,
"Howard, Guy V.",MN,FOURTH Congress,1936-07-01,
"Pepper, Claude",FL,FOURTH Congress,1936-07-01,
"Bridges, Styles",NH,FIFTH Congress,1937-01-03,
"Ellender, Allen J.",LA,FIFTH Congress,1937-01-03,
"Green, Theodore F.",RI,FIFTH Congress,1937-01-03,
"Hughes, James H.",DE,FIFTH Congress,1937-01-03,
"Johnson, Edwin C.",CO,FIFTH Congress,1937-01-03,
"Lee, Joshua B.",OK,FIFTH Congress,1937-01-03,
"Lodge, Henry Cabot, Jr.",MA,FIFTH Congress,1937-01-03,
"Lundeen, Ernest",MN,FIFTH Congress,1937-01-03,
"Schwartz, Henry H.",WY,FIFTH Congress,1937-01-03,
"Herring, Clyde L.",IA,FIFTH Congress,1937-01-03,
"Smathers, William H.",NJ,FIFTH Congress,1937-04-15,
"Berry, George L.",TN,FIFTH Congress,1937-05-06,
"Graves, Dixie Bibb",AL,FIFTH Congress,1937-08-20,
"Hill, J. Lister",AL,FIFTH Congress,1938-01-11,
"Milton, John",NJ,FIFTH Congress,1938-01-18,
"Reames, Alfred Evan",OR,FIFTH Congress,1938-02-01,
"Barbour, W. Warren",NJ,FIFTH Congress,1938-02-01,
"Pyle, Gladys",SD,FIFTH Congress,1938-02-01,
"Storke, Thomas M.",CA,FIFTH Congress,1938-02-01,
"Mead, James M.",NY,FIFTH Congress,1938-12-03,
"Clark, D. Worth",ID,SIXTH Congress,1939-01-03,
"Danaher, John A.",CT,SIXTH Congress,1939-01-03,
"Downey, Sheridan",CA,SIXTH Congress,1939-01-03,
"Gurney, J. Chandler",SD,SIXTH Congress,1939-01-03,
"Holman, Rufus C.",OR,SIXTH Congress,1939-01-03,
"Lucas, Scott W.",IL,SIXTH Congress,1939-01-03,
"Reed, Clyde M.",KS,SIXTH Congress,1939-01-03,
"Taft, Robert A.",OH,SIXTH Congress,1939-01-03,
"Tobey, Charles W.",NH,SIXTH Congress,1939-01-03,
"Wiley, Alexander",WI,SIXTH Congress,1939-01-03,
"Slattery, James M.",IL,SIXTH Congress,1939-04-14,
"Chandler, Albert B.",KY,SIXTH Congress,1939-10-10,
"Thomas, John",ID,SIXTH Congress,1940-01-27,
"Gibson, Ernest W., Jr.",VT,SIXTH Congress,1940-06-24,
"Ball, Joseph H.",MN,SIXTH Congress,1940-10-14,
"Brewster, Ralph O.",ME,SEVENTH Congress,1941-01-03,
"Burton, Harold H.",OH,SEVENTH Congress,1941-01-03,
"Butler, Hugh A.",NE,SEVENTH Congress,1941-01-03,
"Kilgore, Harley M.",WV,SEVENTH Congress,1941-01-03,
"Langer, William",ND,SEVENTH Congress,1941-01-03,
"McFarland, Ernest W.",AZ,SEVENTH Congress,1941-01-03,
"Murdock, Abe",UT,SEVENTH Congress,1941-01-03,
"Tunnell, James M.",DE,SEVENTH Congress,1941-01-03,
"Willis, Raymond E.",IN,SEVENTH Congress,1941-01-03,
"Aiken, George D.",VT,SEVENTH Congress,1941-01-10,
"Rosier, Joseph",WV,SEVENTH Congress,1941-01-13,
"Spencer, G. Lloyd",AR,SEVENTH Congress,1941-04-01,
"Houston, Andrew Jackson",TX,SEVENTH Congress,1941-04-21,
"Eastland, James O.",MS,SEVENTH Congress,1941-06-30,
"Lumpkin, Alva M.",SC,SEVENTH Congress,1941-07-22,
"O'Daniel, W. Lee",TX,SEVENTH Congress,1941-08-04,
"Peace, Roger C.",SC,SEVENTH Congress,1941-08-05,
"Shott, Hugh I.",WV,SEVENTH Congress,1941-08-05,
"Scrugham, James G.",NV,SEVENTH Congress,1942-12-07,
"Ball, Joseph H.",MN,EIGHTH Congress,1943-01-03,
"Buck, C. Douglass",DE,EIGHTH Congress,1943-01-03,
"Bushfield, Harlan J.",SD,EIGHTH Congress,1943-01-03,
"Eastland, James O.",MS,EIGHTH Congress,1943-01-03,
"Ferguson, Homer",MI,EIGHTH Congress,1943-01-03,
"Hawkes, Albert W.",NJ,EIGHTH Congress,1943-01-03,
"McClellan, John L.",AR,EIGHTH Congress,1943-01-03,
"Moore, Edward H.",OK,EIGHTH Congress,1943-01-03,
"Revercomb, Chapman",WV,EIGHTH Congress,1943-01-03,
"Robertson, Edward V.",WY,EIGHTH Congress,1943-01-03,
"Wherry, Kenneth S.",NE,EIGHTH Congress,1943-01-03,
"Wilson, George A.",IA,EIGHTH Congress,1943-01-14,
"Jackson, Samuel D.",IN,EIGHTH Congress,1944-01-28,
"Weeks, Sinclair",MA,EIGHTH Congress,1944-02-08,
"Cordon, Guy",OR,EIGHTH Congress,1944-03-04,
"Smith, H. Alexander",NJ,EIGHTH Congress,1944-12-07,
"Capehart, Homer E.",IN,NINTH Congress,1945-01-03,
"Hickenlooper, Bourke B.",IA,NINTH Congress,1945-01-03,
"Hoey, Clyde R.",NC,NINTH Congress,1945-01-03,
"Johnston, Olin D.",SC,NINTH Congress,1945-01-03,
"McMahon, Brien",CT,NINTH Congress,1945-01-03,
"Morse, Wayne L.",OR,NINTH Congress,1945-01-03,
"Moses, John",ND,NINTH Congress,1945-01-03,
"Myers, Francis J.",PA,NINTH Congress,1945-01-03,
"Taylor, Glen H.",ID,NINTH Congress,1945-01-03,
"Saltonstall, Leverett",MA,NINTH Congress,1945-01-04,
"Donnell, Forrest C.",MO,NINTH Congress,1945-01-10,
"Mitchell, Hugh B.",WA,NINTH Congress,1945-01-10,
"Briggs, Frank P.",MO,NINTH Congress,1945-01-18,
"Hart, Thomas C.",CT,NINTH Congress,1945-02-15,
"Young, Milton R.",ND,NINTH Congress,1945-03-12,
"Carville, Edward P.",NV,NINTH Congress,1945-07-25,
"Knowland, William F.",CA,NINTH Congress,1945-08-26,
"Huffman, James W.",OH,NINTH Congress,1945-10-08,
"Burch, Thomas G.",VA,NINTH Congress,1946-05-31,
"Swift, George R.",AL,NINTH Congress,1946-06-15,
"Dworshak, Henry C.",ID,NINTH Congress,1946-06-15,
"Robertson, A. Willis",VA,NINTH Congress,1946-06-15,
"Sparkman, John J.",AL,NINTH Congress,1946-06-15,
"Taft, Kingsley A.",OH,NINTH Congress,1946-06-15,
"Bricker, John W.",OH,EIGHTIETH Congress,1947-01-03,
"Ecton, Zales N.",MT,EIGHTIETH Congress,1947-01-03,
"Ives, Irving M.",NY,EIGHTIETH Congress,1947-01-03,
"Jenner, William E.",IN,EIGHTIETH Congress,1947-01-03,
"Kem, James P.",MO,EIGHTIETH Congress,1947-01-03,
"Lodge, Henry Cabot, Jr.",MA,EIGHTIETH Congress,1947-01-03,
"Malone, George W.",NV,EIGHTIETH Congress,1947-01-03,
"Martin, Edward",PA,EIGHTIETH Congress,1947-01-03,
"McCarthy, Joseph R.",WI,EIGHTIETH Congress,1947-01-03,
"McGrath, J. Howard",RI,EIGHTIETH Congress,1947-01-03,
"O'Conor, Herbert R.",MD,EIGHTIETH Congress,1947-01-03,
"Thye, Edward J.",MN,EIGHTIETH Congress,1947-01-03,
"Watkins, Arthur V.",UT,EIGHTIETH Congress,1947-01-03,
"Williams, John J.",DE,EIGHTIETH Congress,1947-01-03,
"Feazel, William C.",LA,EIGHTIETH Congress,1948-05-18,
"Bushfield, Vera C.",SD,EIGHTIETH Congress,1948-10-06,
"Long, Russell B.",LA,EIGHTIETH Congress,1948-10-06,
"Mundt, Karl E.",SD,EIGHTIETH Congress,1948-10-06,
"Anderson, Clinton P.",NM,FIRST Congress,1949-01-03,
"Chapman, Virgil M.",KY,FIRST Congress,1949-01-03,
"Douglas, Paul H.",IL,FIRST Congress,1949-01-03,
"Frear, J. Allan, Jr.",DE,FIRST Congress,1949-01-03,
"Gillette, Guy M.",IA,FIRST Congress,1949-01-03,
"Hendrickson, Robert C.",NJ,FIRST Congress,1949-01-03,
"Humphrey, Hubert H.",MN,FIRST Congress,1949-01-03,
"Hunt, Lester C.",WY,FIRST Congress,1949-01-03,
"Johnson, Lyndon B.",TX,FIRST Congress,1949-01-03,
"Kefauver, Estes",TN,FIRST Congress,1949-01-03,
"Kerr, Robert S.",OK,FIRST Congress,1949-01-03,
"Miller, Bert H.",ID,FIRST Congress,1949-01-03,
"Neely, Mathew M.",WV,FIRST Congress,1949-01-03,
"Schoeppel, Andrew F.",KS,FIRST Congress,1949-01-03,
"Smith, Margaret Chase",ME,FIRST Congress,1949-01-03,
"Withers, Garrett L.",KY,FIRST Congress,1949-01-20,
"Graham, Frank P.",NC,FIRST Congress,1949-03-29,
"Dulles, John Foster",NY,FIRST Congress,1949-07-07,
"Leahy, Edward L.",RI,FIRST Congress,1949-08-24,
"Dworshak, Henry C.",ID,FIRST Congress,1949-10-14,
"Darby, Harry",KS,FIRST Congress,1949-12-02,
"Smith, Willis",NC,FIRST Congress,1949-12-02,
"Carlson, Frank",KS,FIRST Congress,1949-12-02,
"Nixon, Richard M.",CA,FIRST Congress,1950-12-01,
"Bennett, Wallace F.",UT,SECOND Congress,1951-01-03,
"Butler, John M.",MD,SECOND Congress,1951-01-03,
"Case, Francis",SD,SECOND Congress,1951-01-03,
"Dirksen, Everett M.",IL,SECOND Congress,1951-01-03,
"Hennings, Thomas C., Jr.",MO,SECOND Congress,1951-01-03,
"Monroney, A.S. Mike",OK,SECOND Congress,1951-01-03,
"Smathers, George A.",FL,SECOND Congress,1951-01-03,
"Welker, Herman",ID,SECOND Congress,1951-01-03,
"Duff, James H.",PA,SECOND Congress,1951-01-16,
"Underwood, Thomas R.",KY,SECOND Congress,1951-03-19,
"Moody, Blair",MI,SECOND Congress,1951-04-23,
"Purtell, William A.",CT,SECOND Congress,1952-08-29,
"Cooper, John Sherman",KY,SECOND Congress,1952-08-29,
"Griswold, Dwight",NE,SECOND Congress,1952-08-29,
"Potter, Charles E.",MI,SECOND Congress,1952-08-29,
"Kuchel, Thomas H.",CA,SECOND Congress,1953-01-02,
"Barrett, Frank A.",WY,THIRD Congress,1953-01-03,
"Beall, J. Glenn",MD,THIRD Congress,1953-01-03,
"Daniel, M. Price",TX,THIRD Congress,1953-01-03,
"Goldwater, Barry",AZ,THIRD Congress,1953-01-03,
"Gore, Albert",TN,THIRD Congress,1953-01-03,
"Jackson, Henry M.",WA,THIRD Congress,1953-01-03,
"Kennedy, John F.",MA,THIRD Congress,1953-01-03,
"Mansfield, Mike",MT,THIRD Congress,1953-01-03,
"Payne, Frederick G.",ME,THIRD Congress,1953-01-03,
"Purtell, William A.",CT,THIRD Congress,1953-01-03,
"Symington, Stuart",MO,THIRD Congress,1953-01-03,
"Lennon, Alton A.",NC,THIRD Congress,1953-07-10,
"Upton, Robert W.",NH,THIRD Congress,1953-08-14,
"Bowring, Eva",NE,THIRD Congress,1954-04-16,
"Ervin, Samuel J., Jr.",NC,THIRD Congress,1954-06-05,
"Crippa, Edward D.",WY,THIRD Congress,1954-06-24,
"Reynolds, Samuel W.",NE,THIRD Congress,1954-07-03,
"Brown, Ernest S.",NV,THIRD Congress,1954-10-01,
"Cotton, Norris",NH,THIRD Congress,1954-10-01,
"Hruska, Roman L.",NE,THIRD Congress,1954-10-01,
"Scott, W. Kerr",NC,THIRD Congress,1954-10-01,
"Bible, Alan",NV,THIRD Congress,1954-12-02,
"Curtis, Carl T.",NE,THIRD Congress,1955-01-01,
"Allott, Gordon",CO,FOURTH Congress,1955-01-03,
"Barkley, Alben W.",KY,FOURTH Congress,1955-01-03,
"Case, Clifford P.",NJ,FOURTH Congress,1955-01-03,
"Martin, Thomas E.",IA,FOURTH Congress,1955-01-03,
"Neuberger, Richard L.",OR,FOURTH Congress,1955-01-03,
"Laird, William R., III",WV,FOURTH Congress,1956-03-13,
"Wofford, Thomas A.",SC,FOURTH Congress,1956-04-05,
"Humphreys, Robert",KY,FOURTH Congress,1956-06-21,
"Revercomb, Chapman",WV,FOURTH Congress,1956-06-21,
"Thurmond, Strom",SC,FOURTH Congress,1956-06-21,
"Carroll, John A.",CO,FIFTH Congress,1957-01-03,
"Church, Frank",ID,FIFTH Congress,1957-01-03,
"Clark, Joseph S.",PA,FIFTH Congress,1957-01-03,
"Lausche, Frank J.",OH,FIFTH Congress,1957-01-03,
"Morton, Thruston B.",KY,FIFTH Congress,1957-01-03,
"Talmadge, Herman E.",GA,FIFTH Congress,1957-01-03,
"Javits, Jacob K.",NY,FIFTH Congress,1957-01-09,
"Blakley, William A.",TX,FIFTH Congress,1957-01-15,
"Yarborough, Ralph W.",TX,FIFTH Congress,1957-04-29,
"Proxmire, William",WI,FIFTH Congress,1957-08-28,
"Hoblitzell, John D., Jr.",WV,FIFTH Congress,1958-01-25,
"Jordan, B. Everett",NC,FIFTH Congress,1958-04-19,
"Bartlett, Edward L.",AK,SIXTH Congress,1959-01-03,
"Byrd, Robert C.",WV,SIXTH Congress,1959-01-03,
"Cannon, Howard W.",NV,SIXTH Congress,1959-01-03,
"Dodd, Thomas J.",CT,SIXTH Congress,1959-01-03,
"Engle, Clair",CA,SIXTH Congress,1959-01-03,
"Gruening, Ernest",AK,SIXTH Congress,1959-01-03,
"Hart, Philip A.",MI,SIXTH Congress,1959-01-03,
"Hartke, Vance",IN,SIXTH Congress,1959-01-03,
"Keating, Kenneth B.",NY,SIXTH Congress,1959-01-03,
"McCarthy, Eugene J.",MN,SIXTH Congress,1959-01-03,
"McGee, Gale W.",WY,SIXTH Congress,1959-01-03,
"Moss, Frank E.",UT,SIXTH Congress,1959-01-03,
"Muskie, Edmund S.",ME,SIXTH Congress,1959-01-03,
"Prouty, Winston L.",VT,SIXTH Congress,1959-01-03,
"Scott, Hugh D.",PA,SIXTH Congress,1959-01-03,
"Williams, Harrison A., Jr.",NJ,SIXTH Congress,1959-01-03,
"Young, Stephen M.",OH,SIXTH Congress,1959-01-03,
"Long, Oren E.",HI,SIXTH Congress,1959-08-21,
"Fong, Hiram L.",HI,SIXTH Congress,1959-08-21,
"Lusk, Hall S.",OR,SIXTH Congress,1960-03-16,
"Burdick, Quentin N.",ND,SIXTH Congress,1960-08-08,
"Blakley, William A.",TX,SEVENTH Congress,1961-01-03,
"Boggs, J. Caleb",DE,SEVENTH Congress,1961-01-03,
"Hickey, J. J.",WY,SEVENTH Congress,1961-01-03,
"Metcalf, Lee",MT,SEVENTH Congress,1961-01-03,
"Miller, Jack",IA,SEVENTH Congress,1961-01-03,
"Pell, Claiborne",RI,SEVENTH Congress,1961-01-03,
"Tower, John G.",TX,SEVENTH Congress,1961-06-15,
"Murphy, Maurice J., Jr.",NH,SEVENTH Congress,1961-12-07,
"Pearson, James B.",KS,SEVENTH Congress,1962-01-31,
"Bottum, Joe H.",SD,SEVENTH Congress,1962-07-09,
"Jordan, Leonard B.",ID,SEVENTH Congress,1962-08-06,
"McIntyre, Thomas J.",NH,SEVENTH Congress,1962-08-06,
"Simpson, Milward L.",WY,SEVENTH Congress,1962-08-06,
"Bayh, Birch",IN,EIGHTH Congress,1963-01-03,
"Brewster, Daniel B.",MD,EIGHTH Congress,1963-01-03,
"Dominick, Peter H.",CO,EIGHTH Congress,1963-01-03,
"Inouye, Daniel K.",HI,EIGHTH Congress,1963-01-03,
"McGovern, George",SD,EIGHTH Congress,1963-01-03,
"Ribicoff, Abraham A.",CT,EIGHTH Congress,1963-01-03,
"Edmondson, J. Howard",OK,EIGHTH Congress,1963-01-07,
"Nelson, Gaylord",WI,EIGHTH Congress,1963-01-08,
"Walters, Herbert S.",TN,EIGHTH Congress,1963-08-20,
"Salinger, Pierre",CA,EIGHTH Congress,1964-08-04,
"Harris, Fred R.",OK,EIGHTH Congress,1964-08-04,
"Montoya, Joseph M.",NM,EIGHTH Congress,1964-08-04,
"Murphy, George",CA,EIGHTH Congress,1965-01-01,
"Fannin, Paul J.",AZ,NINTH Congress,1965-01-03,
"Kennedy, Robert F.",NY,NINTH Congress,1965-01-03,
"Tydings, Joseph D.",MD,NINTH Congress,1965-01-03,
"Russell, Donald",SC,NINTH Congress,1965-04-22,
"Griffin, Robert",MI,NINTH Congress,1966-05-11,
"Baker, Howard H., Jr.",TN,NINETIETH Congress,1967-01-03,
"Brooke, Edward W.",MA,NINETIETH Congress,1967-01-03,
"Hansen, Clifford P.",WY,NINETIETH Congress,1967-01-03,
"Percy, Charles H.",IL,NINETIETH Congress,1967-01-03,
"Hatfield, Mark O.",OR,NINETIETH Congress,1967-01-10,
"Allen, James B.",AL,FIRST Congress,1969-01-03,
"Bellmon, Henry L.",OK,FIRST Congress,1969-01-03,
"Cranston, Alan",CA,FIRST Congress,1969-01-03,
"Dole, Robert",KS,FIRST Congress,1969-01-03,
"Goldwater, Barry M.",AZ,FIRST Congress,1969-01-03,
"Gravel, Mike",AK,FIRST Congress,1969-01-03,
"Gurney, Edward J.",FL,FIRST Congress,1969-01-03,
"Hughes, Harold E.",IA,FIRST Congress,1969-01-03,
"Mathias, Charles McC., Jr.",MD,FIRST Congress,1969-01-03,
"Packwood, Robert W.",OR,FIRST Congress,1969-01-03,
"Saxbe, William B.",OH,FIRST Congress,1969-01-03,
"Schweiker, Richard S.",PA,FIRST Congress,1969-01-03,
"Roth, William V., Jr.",DE,FIRST Congress,1971-01-01,
"Tunney, John V.",CA,FIRST Congress,1971-01-02,
"Beall, J. Glenn, Jr.",MD,SECOND Congress,1971-01-03,
"Bentsen, Lloyd M.",TX,SECOND Congress,1971-01-03,
"Brock, William E., III",TN,SECOND Congress,1971-01-03,
"Buckley, James L.",NY,SECOND Congress,1971-01-03,
"Chiles, Lawton M., Jr.",FL,SECOND Congress,1971-01-03,
"Humphrey, Hubert H.",MN,SECOND Congress,1971-01-03,
"Taft, Robert, Jr.",OH,SECOND Congress,1971-01-03,
"Weicker, Lowell P., Jr.",CT,SECOND Congress,1971-01-03,
"Gambrell, David H.",GA,SECOND Congress,1971-02-01,
"Edwards, Elaine S.",LA,SECOND Congress,1972-08-01,
"Abourezk, James",SD,THIRD Congress,1973-01-03,
"Bartlett, Dewey F.",OK,THIRD Congress,1973-01-03,
"Biden, Joseph R., Jr.",DE,THIRD Congress,1973-01-03,
"Clark, Dick",IA,THIRD Congress,1973-01-03,
"Domenici, Pete V.",NM,THIRD Congress,1973-01-03,
"Haskell, Floyd K.",CO,THIRD Congress,1973-01-03,
"Hathaway, William D.",ME,THIRD Congress,1973-01-03,
"Helms, Jesse",NC,THIRD Congress,1973-01-03,
"Huddleston, Walter",KY,THIRD Congress,1973-01-03,
"McClure, James A.",ID,THIRD Congress,1973-01-03,
"Scott, William L.",VA,THIRD Congress,1973-01-03,
"Metzenbaum, Howard M.",OH,THIRD Congress,1974-01-04,
"Stone, Richard",FL,THIRD Congress,1975-01-01,
"Bumpers, Dale",AR,FOURTH Congress,1975-01-03,
"Culver, John C.",IA,FOURTH Congress,1975-01-03,
"Hart, Gary",CO,FOURTH Congress,1975-01-03,
"Leahy, Patrick",VT,FOURTH Congress,1975-01-03,
"Morgan, Robert",NC,FOURTH Congress,1975-01-03,
"Cotton, Norris",NH,FOURTH Congress,1975-08-08,
"Metzenbaum, Howard",OH,FOURTH Congress,1975-08-08,
"Riegle, Donald W., Jr.",MI,FOURTH Congress,1975-08-08,
"Hayakawa, S. I.",CA,FOURTH Congress,1977-01-02,
"DeConcini, Dennis",AZ,FIFTH Congress,1977-01-03,
"Hatch, Orrin G.",UT,FIFTH Congress,1977-01-03,
"Heinz, H. John, III",PA,FIFTH Congress,1977-01-03,
"Lugar, Richard G.",IN,FIFTH Congress,1977-01-03,
"Matsunaga, Spark M.",HI,FIFTH Congress,1977-01-03,
"Melcher, John",MT,FIFTH Congress,1977-01-03,
"Moynihan, Daniel P.",NY,FIFTH Congress,1977-01-03,
"Sarbanes, Paul S.",MD,FIFTH Congress,1977-01-03,
"Sasser, James R.",TN,FIFTH Congress,1977-01-03,
"Schmitt, Harrison H.",NM,FIFTH Congress,1977-01-03,
"Wallop, Malcolm",WY,FIFTH Congress,1977-01-03,
"Hatfield, Paul G.",MT,FIFTH Congress,1978-01-22,
"Humphrey, Muriel",MN,FIFTH Congress,1978-01-25,
"Allen, Maryon",AL,FIFTH Congress,1978-06-08,
"Durenberger, David F.",MN,FIFTH Congress,1978-06-08,
"Simpson, Alan K.",WY,FIFTH Congress,1979-01-01,
"Warner, John W.",VA,FIFTH Congress,1979-01-02,
"Armstrong, William L.",CO,SIXTH Congress,1979-01-03,
"Boren, David L.",OK,SIXTH Congress,1979-01-03,
"Bradley, Bill",NJ,SIXTH Congress,1979-01-03,
"Cohen, William S.",ME,SIXTH Congress,1979-01-03,
"Exon, J. James",NE,SIXTH Congress,1979-01-03,
"Heflin, Howell T.",AL,SIXTH Congress,1979-01-03,
"Humphrey, Gordon J.",NH,SIXTH Congress,1979-01-03,
"Jepsen, Roger W.",IA,SIXTH Congress,1979-01-03,
"Levin, Carl M.",MI,SIXTH Congress,1979-01-03,
"Pressler, Larry",SD,SIXTH Congress,1979-01-03,
"Pryor, David H.",AR,SIXTH Congress,1979-01-03,
"Tsongas, Paul E.",MA,SIXTH Congress,1979-01-03,
"Mitchell, George J.",ME,SIXTH Congress,1980-05-17,
"Hawkins, Paula",FL,SIXTH Congress,1981-01-01,
"Denton, Jeremiah A.",AL,SIXTH Congress,1981-01-02,
"Abdnor, James",SD,SEVENTH Congress,1981-01-03,
"Andrews, Mark",ND,SEVENTH Congress,1981-01-03,
"D'Amato, Alfonse M.",NY,SEVENTH Congress,1981-01-03,
"Dixon, Alan J.",IL,SEVENTH Congress,1981-01-03,
"Dodd, Christopher J.",CT,SEVENTH Congress,1981-01-03,
"East, John P.",NC,SEVENTH Congress,1981-01-03,
"Gorton, Slade",WA,SEVENTH Congress,1981-01-03,
"Grassley, Charles E.",IA,SEVENTH Congress,1981-01-03,
"Kasten, Robert W., Jr.",WI,SEVENTH Congress,1981-01-03,
"Mattingly, Mack F.",GA,SEVENTH Congress,1981-01-03,
"Murkowski, Frank H.",AK,SEVENTH Congress,1981-01-03,
"Nickles, Don",OK,SEVENTH Congress,1981-01-03,
"Quayle, J. Danforth",IN,SEVENTH Congress,1981-01-03,
"Specter, Arlen",PA,SEVENTH Congress,1981-01-03,
"Symms, Steven D.",ID,SEVENTH Congress,1981-01-03,
"Brady, Nicholas F.",NJ,SEVENTH Congress,1982-04-12,
"Bingaman, Jeff",NM,EIGHTH Congress,1983-01-03,
"Hecht, Chic",NV,EIGHTH Congress,1983-01-03,
"Trible, Paul S., Jr.",VA,EIGHTH Congress,1983-01-03,
"Wilson, Pete",CA,EIGHTH Congress,1983-01-03,
"Kerry, John F.",MA,EIGHTH Congress,1985-01-02,
"Gore, Albert, Jr.",TN,NINTH Congress,1985-01-03,
